Usuarios 1 e 2, Tipo: Cosseno, Taxa de Similaridade: 0.4026060938931021
Usuarios 1 e 7979, Tipo: Cosseno, Taxa de Similaridade: 0.295630590853306
Usuarios 1 e 7980, Tipo: Cosseno, Taxa de Similaridade: 0.0
Usuarios 1 e 7981, Tipo: Cosseno, Taxa de Similaridade: 0.2755362200193635
Usuarios 1 e 7982, Tipo: Cosseno, Taxa de Similaridade: 0.4805533749217586
Usuarios 1 e 7983, Tipo: Cosseno, Taxa de Similaridade: 0.3686753650135777
Usuarios 1 e 7984, Tipo: Cosseno, Taxa de Similaridade: 0.4511332635272213
Usuarios 1 e 7985, Tipo: Cosseno, Taxa de Similaridade: 0.7467502608100001
Usuarios 1 e 7986, Tipo: Cosseno, Taxa de Similaridade: 0.47539852595850546
Usuarios 1 e 7987, Tipo: Cosseno, Taxa de Similaridade: 0.7606495512892318
Usuarios 1 e 7988, Tipo: Cosseno, Taxa de Similaridade: 0.17269029978330333
Usuarios 1 e 7989, Tipo: Cosseno, Taxa de Similaridade: 0.0
Usuarios 1 e 7990, Tipo: Cosseno, Taxa de Similaridade: 0.48676155764761236
Usuarios 1 e 7991, Tipo: Cosseno, Taxa de Similaridade: 0.8137063002736954
Usuarios 1 e 7992, Tipo: Cosseno, Taxa de Similaridade: 0.6720425822989717
Usuarios 1 e 7993, Tipo: Cosseno, Taxa de Similaridade: 0.5223983964350072
Usuarios 1 e 7994, Tipo: Cosseno, Taxa de Similaridade: 0.06967324823004938
Usuarios 1 e 7995, Tipo: Cosseno, Taxa de Similaridade: 0.35801031300078906
Usuarios 1 e 7996, Tipo: Cosseno, Taxa de Similaridade: 0.23860547383045858
Usuarios 1 e 7997, Tipo: Cosseno, Taxa de Similaridade: 0.18919188869934594
Usuarios 1 e 7998, Tipo: Cosseno, Taxa de Similaridade: 0.3779559256278762
Usuarios 1 e 7999, Tipo: Cosseno, Taxa de Similaridade: 0.573112686741489
Usuarios 1 e 8000, Tipo: Cosseno, Taxa de Similaridade: 0.8084255784143467
Usuarios 1 e 8001, Tipo: Cosseno, Taxa de Similaridade: 0.4269166511966887
Usuarios 1 e 8002, Tipo: Cosseno, Taxa de Similaridade: 0.43082055473927133
Usuarios 1 e 8003, Tipo: Cosseno, Taxa de Similaridade: 0.5893229664395676
Usuarios 1 e 8004, Tipo: Cosseno, Taxa de Similaridade: 0.36766408648379045
Usuarios 1 e 8005, Tipo: Cosseno, Taxa de Similaridade: 0.5982442874388162
Usuarios 1 e 8006, Tipo: Cosseno, Taxa de Similaridade: 0.4329395758189893
Usuarios 1 e 8007, Tipo: Cosseno, Taxa de Similaridade: 0.7730058288638643
Usuarios 1 e 8008, Tipo: Cosseno, Taxa de Similaridade: 0.7590459694218126
Usuarios 1 e 8009, Tipo: Cosseno, Taxa de Similaridade: 0.48378859809450825
Usuarios 1 e 8010, Tipo: Cosseno, Taxa de Similaridade: 0.13734999768270037
Usuarios 1 e 8011, Tipo: Cosseno, Taxa de Similaridade: 0.5181266725611566
Usuarios 1 e 8012, Tipo: Cosseno, Taxa de Similaridade: 0.4833232800064397
Usuarios 1 e 8013, Tipo: Cosseno, Taxa de Similaridade: 0.6648272110700386
Usuarios 1 e 8014, Tipo: Cosseno, Taxa de Similaridade: 0.5924173318454814
Usuarios 1 e 8015, Tipo: Cosseno, Taxa de Similaridade: 0.42440523408716224
Usuarios 1 e 8016, Tipo: Cosseno, Taxa de Similaridade: 0.527483077992368
Usuarios 1 e 8017, Tipo: Cosseno, Taxa de Similaridade: 0.21614498782887226
Usuarios 1 e 8018, Tipo: Cosseno, Taxa de Similaridade: 0.5364940100952684
Usuarios 1 e 8019, Tipo: Cosseno, Taxa de Similaridade: 0.505787595333441
Usuarios 1 e 8020, Tipo: Cosseno, Taxa de Similaridade: 0.58845239063997
Usuarios 1 e 8021, Tipo: Cosseno, Taxa de Similaridade: 0.098255105461141
Usuarios 1 e 8022, Tipo: Cosseno, Taxa de Similaridade: 0.6148200804677589
Usuarios 1 e 8023, Tipo: Cosseno, Taxa de Similaridade: 0.5582179897212983
Usuarios 1 e 8024, Tipo: Cosseno, Taxa de Similaridade: 0.5996053773852366
Usuarios 1 e 8025, Tipo: Cosseno, Taxa de Similaridade: 0.5838017273762885
Usuarios 1 e 8026, Tipo: Cosseno, Taxa de Similaridade: 0.13640681797715942
Usuarios 1 e 8027, Tipo: Cosseno, Taxa de Similaridade: 0.6479737937686642
Usuarios 1 e 8028, Tipo: Cosseno, Taxa de Similaridade: 0.35068966470463175
Usuarios 1 e 8029, Tipo: Cosseno, Taxa de Similaridade: 0.40368108121816143
Usuarios 1 e 8030, Tipo: Cosseno, Taxa de Similaridade: 0.6588867992782357
Usuarios 1 e 8031, Tipo: Cosseno, Taxa de Similaridade: 0.8081405165164345
Usuarios 1 e 8032, Tipo: Cosseno, Taxa de Similaridade: 0.30724368414561715
Usuarios 1 e 8033, Tipo: Cosseno, Taxa de Similaridade: 0.12869950625631613
Usuarios 1 e 8034, Tipo: Cosseno, Taxa de Similaridade: 0.2969098031899473
Usuarios 1 e 8035, Tipo: Cosseno, Taxa de Similaridade: 0.596269994648787
Usuarios 1 e 8036, Tipo: Cosseno, Taxa de Similaridade: 0.6502384647545584
Usuarios 1 e 8037, Tipo: Cosseno, Taxa de Similaridade: 0.6256029521209175
Usuarios 1 e 8038, Tipo: Cosseno, Taxa de Similaridade: 0.5892163727387844
Usuarios 1 e 8039, Tipo: Cosseno, Taxa de Similaridade: 0.37750802332044087
Usuarios 1 e 8040, Tipo: Cosseno, Taxa de Similaridade: 0.038231115021830984
Usuarios 1 e 8041, Tipo: Cosseno, Taxa de Similaridade: 0.3733129855903218
Usuarios 1 e 8042, Tipo: Cosseno, Taxa de Similaridade: 0.4295982755126047
Usuarios 1 e 8043, Tipo: Cosseno, Taxa de Similaridade: 0.6156639898673513
Usuarios 1 e 8044, Tipo: Cosseno, Taxa de Similaridade: 0.24444588817347035
Usuarios 1 e 8045, Tipo: Cosseno, Taxa de Similaridade: 0.15524781625959375
Usuarios 1 e 8046, Tipo: Cosseno, Taxa de Similaridade: 0.7540776590470974
Usuarios 1 e 8047, Tipo: Cosseno, Taxa de Similaridade: 0.3718827907230607
Usuarios 1 e 8048, Tipo: Cosseno, Taxa de Similaridade: 0.4480663943319057
Usuarios 1 e 8049, Tipo: Cosseno, Taxa de Similaridade: 0.24787809800782318
Usuarios 1 e 8050, Tipo: Cosseno, Taxa de Similaridade: 0.3267904969134406
Usuarios 1 e 8051, Tipo: Cosseno, Taxa de Similaridade: 0.24402406579157623
Usuarios 1 e 8052, Tipo: Cosseno, Taxa de Similaridade: 0.37356752733044357
Usuarios 1 e 8053, Tipo: Cosseno, Taxa de Similaridade: 0.022570112838947057
Usuarios 1 e 8054, Tipo: Cosseno, Taxa de Similaridade: 0.02204144979776797
Usuarios 1 e 8055, Tipo: Cosseno, Taxa de Similaridade: 0.44799467272871313
Usuarios 1 e 8056, Tipo: Cosseno, Taxa de Similaridade: 0.7824732285168355
Usuarios 1 e 8057, Tipo: Cosseno, Taxa de Similaridade: 0.35384710875527364
Usuarios 1 e 8058, Tipo: Cosseno, Taxa de Similaridade: 0.16075810367796645
Usuarios 1 e 8059, Tipo: Cosseno, Taxa de Similaridade: 0.6857564974768845
Usuarios 1 e 8060, Tipo: Cosseno, Taxa de Similaridade: 0.8895656388361974
Usuarios 1 e 8061, Tipo: Cosseno, Taxa de Similaridade: 0.483743124392655
Usuarios 1 e 8062, Tipo: Cosseno, Taxa de Similaridade: 0.006614719642177626
Usuarios 1 e 8063, Tipo: Cosseno, Taxa de Similaridade: 0.46355371124746736
Usuarios 1 e 8064, Tipo: Cosseno, Taxa de Similaridade: 0.6983601685358173
Usuarios 1 e 8065, Tipo: Cosseno, Taxa de Similaridade: 0.5936953597154285
Usuarios 1 e 8066, Tipo: Cosseno, Taxa de Similaridade: 0.6288101160315502
Usuarios 1 e 8067, Tipo: Cosseno, Taxa de Similaridade: 0.11150120616627368
Usuarios 1 e 8068, Tipo: Cosseno, Taxa de Similaridade: 0.6663093034481827
Usuarios 1 e 8069, Tipo: Cosseno, Taxa de Similaridade: 0.6811918459014166
Usuarios 1 e 8070, Tipo: Cosseno, Taxa de Similaridade: 0.4294581229165368
Usuarios 1 e 8071, Tipo: Cosseno, Taxa de Similaridade: 0.5012507928969657
Usuarios 1 e 8072, Tipo: Cosseno, Taxa de Similaridade: 0.6231204665324471
Usuarios 1 e 8073, Tipo: Cosseno, Taxa de Similaridade: 0.27820767560571485
Usuarios 1 e 8074, Tipo: Cosseno, Taxa de Similaridade: 0.19481705442768152
Usuarios 1 e 8075, Tipo: Cosseno, Taxa de Similaridade: 0.12128683423172977
Usuarios 1 e 8076, Tipo: Cosseno, Taxa de Similaridade: 0.20274629618666593
Usuarios 1 e 8077, Tipo: Cosseno, Taxa de Similaridade: 0.39246652070841204
Usuarios 1 e 8078, Tipo: Cosseno, Taxa de Similaridade: 0.17696188841731922
Usuarios 1 e 8079, Tipo: Cosseno, Taxa de Similaridade: 0.07480552872999773
Usuarios 1 e 8080, Tipo: Cosseno, Taxa de Similaridade: 0.6152490581366349
Usuarios 1 e 8081, Tipo: Cosseno, Taxa de Similaridade: 0.429401586563227
Usuarios 1 e 8082, Tipo: Cosseno, Taxa de Similaridade: 0.40487521426038
Usuarios 1 e 8083, Tipo: Cosseno, Taxa de Similaridade: 0.7740047447946387
Usuarios 1 e 8084, Tipo: Cosseno, Taxa de Similaridade: 0.40387183235191104
Usuarios 1 e 8085, Tipo: Cosseno, Taxa de Similaridade: 0.672000276599047
Usuarios 1 e 8086, Tipo: Cosseno, Taxa de Similaridade: 0.35518018271307006
Usuarios 1 e 8087, Tipo: Cosseno, Taxa de Similaridade: 0.509015740723522
Usuarios 1 e 8088, Tipo: Cosseno, Taxa de Similaridade: 0.5964941278853164
Usuarios 1 e 8089, Tipo: Cosseno, Taxa de Similaridade: 0.2856597323784155
Usuarios 1 e 8090, Tipo: Cosseno, Taxa de Similaridade: 0.0
Usuarios 1 e 8091, Tipo: Cosseno, Taxa de Similaridade: 0.757329125976744
Usuarios 1 e 8092, Tipo: Cosseno, Taxa de Similaridade: 0.4546251163475105
Usuarios 1 e 8093, Tipo: Cosseno, Taxa de Similaridade: 0.2771306569157129
Usuarios 1 e 8094, Tipo: Cosseno, Taxa de Similaridade: 0.35510308775187216
Usuarios 1 e 8095, Tipo: Cosseno, Taxa de Similaridade: 0.5344089982456303
Usuarios 1 e 8096, Tipo: Cosseno, Taxa de Similaridade: 0.5521457053659902
Usuarios 1 e 8097, Tipo: Cosseno, Taxa de Similaridade: 0.15967311267112097
Usuarios 1 e 8098, Tipo: Cosseno, Taxa de Similaridade: 0.531450354359932
Usuarios 1 e 8099, Tipo: Cosseno, Taxa de Similaridade: 0.45154037258502844
Usuarios 1 e 8100, Tipo: Cosseno, Taxa de Similaridade: 0.5452229204694946
Usuarios 1 e 8101, Tipo: Cosseno, Taxa de Similaridade: 0.6755258265810887
Usuarios 1 e 8102, Tipo: Cosseno, Taxa de Similaridade: 0.35564935882512444
Usuarios 1 e 8103, Tipo: Cosseno, Taxa de Similaridade: 0.5006215789958627
Usuarios 1 e 8104, Tipo: Cosseno, Taxa de Similaridade: 0.15055959212159728
Usuarios 1 e 8105, Tipo: Cosseno, Taxa de Similaridade: 0.5122538833910025
Usuarios 1 e 8106, Tipo: Cosseno, Taxa de Similaridade: 0.0326295109785944
Usuarios 1 e 8107, Tipo: Cosseno, Taxa de Similaridade: 0.6520609127510394
Usuarios 1 e 8108, Tipo: Cosseno, Taxa de Similaridade: 0.5063934795935712
Usuarios 1 e 8109, Tipo: Cosseno, Taxa de Similaridade: 0.295197537825892
Usuarios 1 e 8110, Tipo: Cosseno, Taxa de Similaridade: 0.8588938995515583
Usuarios 1 e 8111, Tipo: Cosseno, Taxa de Similaridade: 0.2767263497659612
Usuarios 1 e 8112, Tipo: Cosseno, Taxa de Similaridade: 0.4471373377368787
Usuarios 1 e 8113, Tipo: Cosseno, Taxa de Similaridade: 0.6508253761929689
Usuarios 1 e 8114, Tipo: Cosseno, Taxa de Similaridade: 0.4307861167810415
Usuarios 1 e 8115, Tipo: Cosseno, Taxa de Similaridade: 0.0520173578517803
Usuarios 1 e 8116, Tipo: Cosseno, Taxa de Similaridade: 0.57265258593951
Usuarios 1 e 8117, Tipo: Cosseno, Taxa de Similaridade: 0.45716202644470294
Usuarios 1 e 8118, Tipo: Cosseno, Taxa de Similaridade: 0.4459869903404607
Usuarios 1 e 8119, Tipo: Cosseno, Taxa de Similaridade: 0.2998644847808536
Usuarios 1 e 8120, Tipo: Cosseno, Taxa de Similaridade: 0.35220286525520794
Usuarios 1 e 8121, Tipo: Cosseno, Taxa de Similaridade: 0.15191132713030278
Usuarios 1 e 8122, Tipo: Cosseno, Taxa de Similaridade: 0.4232567265333705
Usuarios 1 e 8123, Tipo: Cosseno, Taxa de Similaridade: 0.3031842691359801
Usuarios 1 e 8124, Tipo: Cosseno, Taxa de Similaridade: 0.6075130139688845
Usuarios 1 e 8125, Tipo: Cosseno, Taxa de Similaridade: 0.11505899499066571
Usuarios 1 e 8126, Tipo: Cosseno, Taxa de Similaridade: 0.18407102026964584
Usuarios 1 e 8127, Tipo: Cosseno, Taxa de Similaridade: 0.4269750549983814
Usuarios 1 e 8128, Tipo: Cosseno, Taxa de Similaridade: 0.22081090924993907
Usuarios 1 e 8129, Tipo: Cosseno, Taxa de Similaridade: 0.2032162699254423
Usuarios 1 e 8130, Tipo: Cosseno, Taxa de Similaridade: 0.4649776408783989
Usuarios 1 e 8131, Tipo: Cosseno, Taxa de Similaridade: 0.40743558010305353
Usuarios 1 e 8132, Tipo: Cosseno, Taxa de Similaridade: 0.0
Usuarios 1 e 8133, Tipo: Cosseno, Taxa de Similaridade: 0.2218698923453587
Usuarios 1 e 8134, Tipo: Cosseno, Taxa de Similaridade: 0.40851043643622753
Usuarios 1 e 8135, Tipo: Cosseno, Taxa de Similaridade: 0.46361526876460923
Usuarios 1 e 8136, Tipo: Cosseno, Taxa de Similaridade: 0.46670012209552647
Usuarios 1 e 8137, Tipo: Cosseno, Taxa de Similaridade: 0.2802559381395824
Usuarios 1 e 8138, Tipo: Cosseno, Taxa de Similaridade: 0.8179492044431252
Usuarios 1 e 8139, Tipo: Cosseno, Taxa de Similaridade: 0.7305052581488761
Usuarios 1 e 8140, Tipo: Cosseno, Taxa de Similaridade: 0.5531689483796355
Usuarios 1 e 8141, Tipo: Cosseno, Taxa de Similaridade: 0.41184914068176715
Usuarios 1 e 8142, Tipo: Cosseno, Taxa de Similaridade: 0.48766899577176004
Usuarios 1 e 8143, Tipo: Cosseno, Taxa de Similaridade: 0.3424158294576888
Usuarios 1 e 8144, Tipo: Cosseno, Taxa de Similaridade: 0.5759071399849405
Usuarios 1 e 8145, Tipo: Cosseno, Taxa de Similaridade: 0.7098603727892429
Usuarios 1 e 8146, Tipo: Cosseno, Taxa de Similaridade: 0.22850747855773454
Usuarios 1 e 8147, Tipo: Cosseno, Taxa de Similaridade: 0.02213417748573465
Usuarios 1 e 8148, Tipo: Cosseno, Taxa de Similaridade: 0.24481432313803805
Usuarios 1 e 8149, Tipo: Cosseno, Taxa de Similaridade: 0.13291653009628626
Usuarios 1 e 8150, Tipo: Cosseno, Taxa de Similaridade: 0.6518690982575713
Usuarios 1 e 8151, Tipo: Cosseno, Taxa de Similaridade: 0.4365052620198978
Usuarios 1 e 8152, Tipo: Cosseno, Taxa de Similaridade: 0.7739738373851193
Usuarios 1 e 8153, Tipo: Cosseno, Taxa de Similaridade: 0.47361761790956847
Usuarios 1 e 8154, Tipo: Cosseno, Taxa de Similaridade: 0.46069959503041974
Usuarios 1 e 8155, Tipo: Cosseno, Taxa de Similaridade: 0.3110175585325712
Usuarios 1 e 8156, Tipo: Cosseno, Taxa de Similaridade: 0.5525968161272884
Usuarios 1 e 8157, Tipo: Cosseno, Taxa de Similaridade: 0.45671868888780937
Usuarios 1 e 8158, Tipo: Cosseno, Taxa de Similaridade: 0.777711652875977
Usuarios 1 e 8159, Tipo: Cosseno, Taxa de Similaridade: 0.3684033720387148
Usuarios 1 e 8160, Tipo: Cosseno, Taxa de Similaridade: 0.5054297919617361
Usuarios 1 e 8161, Tipo: Cosseno, Taxa de Similaridade: 0.5738989690921544
Usuarios 1 e 8162, Tipo: Cosseno, Taxa de Similaridade: 0.34739384627804737
Usuarios 1 e 8163, Tipo: Cosseno, Taxa de Similaridade: 0.26968770103535367
Usuarios 1 e 8164, Tipo: Cosseno, Taxa de Similaridade: 0.6237961520057101
Usuarios 1 e 8165, Tipo: Cosseno, Taxa de Similaridade: 0.8472408655909487
Usuarios 1 e 8166, Tipo: Cosseno, Taxa de Similaridade: 0.6017476218370174
Usuarios 1 e 8167, Tipo: Cosseno, Taxa de Similaridade: 0.14589834511035052
Usuarios 1 e 8168, Tipo: Cosseno, Taxa de Similaridade: 0.46033881924581976
Usuarios 1 e 8169, Tipo: Cosseno, Taxa de Similaridade: 0.2825775632169952
Usuarios 1 e 8170, Tipo: Cosseno, Taxa de Similaridade: 0.7040598763553594
Usuarios 1 e 8171, Tipo: Cosseno, Taxa de Similaridade: 0.4596523509741722
Usuarios 1 e 8172, Tipo: Cosseno, Taxa de Similaridade: 0.3957613476937793
Usuarios 1 e 8173, Tipo: Cosseno, Taxa de Similaridade: 0.47507081885440033
Usuarios 1 e 8174, Tipo: Cosseno, Taxa de Similaridade: 0.5975098949971837
Usuarios 1 e 8175, Tipo: Cosseno, Taxa de Similaridade: 0.3259278508979605
Usuarios 1 e 8176, Tipo: Cosseno, Taxa de Similaridade: 0.2963652777129709
Usuarios 1 e 8177, Tipo: Cosseno, Taxa de Similaridade: 0.42897290723092457
Usuarios 1 e 8178, Tipo: Cosseno, Taxa de Similaridade: 0.6602526851322199
Usuarios 1 e 8179, Tipo: Cosseno, Taxa de Similaridade: 0.06296952651515707
Usuarios 1 e 8180, Tipo: Cosseno, Taxa de Similaridade: 0.49126267335763985
Usuarios 1 e 8181, Tipo: Cosseno, Taxa de Similaridade: 0.4556195024587289
Usuarios 1 e 8182, Tipo: Cosseno, Taxa de Similaridade: 0.32767489918732884
Usuarios 1 e 8183, Tipo: Cosseno, Taxa de Similaridade: 0.3941780826141172
Usuarios 1 e 8184, Tipo: Cosseno, Taxa de Similaridade: 0.4264345337220993
Usuarios 1 e 8185, Tipo: Cosseno, Taxa de Similaridade: 0.21999586370044566
Usuarios 1 e 8186, Tipo: Cosseno, Taxa de Similaridade: 0.5192856538790322
Usuarios 1 e 8187, Tipo: Cosseno, Taxa de Similaridade: 0.22961117358082356
Usuarios 1 e 8188, Tipo: Cosseno, Taxa de Similaridade: 0.0
Usuarios 1 e 8189, Tipo: Cosseno, Taxa de Similaridade: 0.47989120335703445
Usuarios 1 e 8190, Tipo: Cosseno, Taxa de Similaridade: 0.6552208698215785
Usuarios 1 e 8191, Tipo: Cosseno, Taxa de Similaridade: 0.42963576377759616
Usuarios 1 e 8192, Tipo: Cosseno, Taxa de Similaridade: 0.4579909214921609
Usuarios 1 e 8193, Tipo: Cosseno, Taxa de Similaridade: 0.48017850863550243
Usuarios 1 e 8194, Tipo: Cosseno, Taxa de Similaridade: 0.3422897785415807
Usuarios 1 e 8195, Tipo: Cosseno, Taxa de Similaridade: 0.24537279597494244
Usuarios 1 e 8196, Tipo: Cosseno, Taxa de Similaridade: 0.06155421342547045
Usuarios 1 e 8197, Tipo: Cosseno, Taxa de Similaridade: 0.6606510159280382
Usuarios 1 e 8198, Tipo: Cosseno, Taxa de Similaridade: 0.42454072287481737
Usuarios 1 e 8199, Tipo: Cosseno, Taxa de Similaridade: 0.6688746779331937
Usuarios 1 e 8200, Tipo: Cosseno, Taxa de Similaridade: 0.3613454927490894
Usuarios 1 e 8201, Tipo: Cosseno, Taxa de Similaridade: 0.510771833897854
Usuarios 1 e 8202, Tipo: Cosseno, Taxa de Similaridade: 0.3762017893929467
Usuarios 1 e 8203, Tipo: Cosseno, Taxa de Similaridade: 0.5100855673457481
Usuarios 1 e 8204, Tipo: Cosseno, Taxa de Similaridade: 0.449908984050573
Usuarios 1 e 8205, Tipo: Cosseno, Taxa de Similaridade: 0.4432347036679537
Usuarios 1 e 8206, Tipo: Cosseno, Taxa de Similaridade: 0.5958558378658818
Usuarios 1 e 8207, Tipo: Cosseno, Taxa de Similaridade: 0.3522791831706438
Usuarios 1 e 8208, Tipo: Cosseno, Taxa de Similaridade: 0.3611181714581294
Usuarios 1 e 8209, Tipo: Cosseno, Taxa de Similaridade: 0.796929047042608
Usuarios 1 e 8210, Tipo: Cosseno, Taxa de Similaridade: 0.4061458578805984
Usuarios 1 e 8211, Tipo: Cosseno, Taxa de Similaridade: 0.2636701767863612
Usuarios 1 e 8212, Tipo: Cosseno, Taxa de Similaridade: 0.0923336367622
Usuarios 1 e 8213, Tipo: Cosseno, Taxa de Similaridade: 0.30067035889136495
Usuarios 1 e 8214, Tipo: Cosseno, Taxa de Similaridade: 0.4051006181097694
Usuarios 1 e 8215, Tipo: Cosseno, Taxa de Similaridade: 0.6511877423287636
Usuarios 1 e 8216, Tipo: Cosseno, Taxa de Similaridade: 0.27737118014179424
Usuarios 1 e 8217, Tipo: Cosseno, Taxa de Similaridade: 0.37982285689525913
Usuarios 1 e 8218, Tipo: Cosseno, Taxa de Similaridade: 0.48063454304059006
Usuarios 1 e 8219, Tipo: Cosseno, Taxa de Similaridade: 0.5637483461084744
Usuarios 1 e 8220, Tipo: Cosseno, Taxa de Similaridade: 0.5697306041304582
Usuarios 1 e 8221, Tipo: Cosseno, Taxa de Similaridade: 0.6344158611028298
Usuarios 1 e 8222, Tipo: Cosseno, Taxa de Similaridade: 0.565594569074992
Usuarios 1 e 8223, Tipo: Cosseno, Taxa de Similaridade: 0.3356460679673051
Usuarios 1 e 8224, Tipo: Cosseno, Taxa de Similaridade: 0.6462870245467989
Usuarios 1 e 8225, Tipo: Cosseno, Taxa de Similaridade: 0.3199396165469859
Usuarios 1 e 8226, Tipo: Cosseno, Taxa de Similaridade: 0.2288328914315622
Usuarios 1 e 8227, Tipo: Cosseno, Taxa de Similaridade: 0.5984463686498112
Usuarios 1 e 8228, Tipo: Cosseno, Taxa de Similaridade: 0.0
Usuarios 1 e 8229, Tipo: Cosseno, Taxa de Similaridade: 0.4255635191283075
Usuarios 1 e 8230, Tipo: Cosseno, Taxa de Similaridade: 0.27536571973393825
Usuarios 1 e 8231, Tipo: Cosseno, Taxa de Similaridade: 0.314423266270256
Usuarios 1 e 8232, Tipo: Cosseno, Taxa de Similaridade: 0.3723511995280761
Usuarios 1 e 8233, Tipo: Cosseno, Taxa de Similaridade: 0.4050994005937844
Usuarios 1 e 8234, Tipo: Cosseno, Taxa de Similaridade: 0.30966451868789013
Usuarios 1 e 8235, Tipo: Cosseno, Taxa de Similaridade: 0.11061880279735481
Usuarios 1 e 8236, Tipo: Cosseno, Taxa de Similaridade: 0.6755437105350786
Usuarios 1 e 8237, Tipo: Cosseno, Taxa de Similaridade: 0.7897974695930275
Usuarios 1 e 8238, Tipo: Cosseno, Taxa de Similaridade: 0.4194301729750696
Usuarios 1 e 8239, Tipo: Cosseno, Taxa de Similaridade: 0.07659565107040739
Usuarios 1 e 8240, Tipo: Cosseno, Taxa de Similaridade: 0.31782625436983286
Usuarios 1 e 8241, Tipo: Cosseno, Taxa de Similaridade: 0.229033170298407
Usuarios 1 e 8242, Tipo: Cosseno, Taxa de Similaridade: 0.5088054143074249
Usuarios 1 e 8243, Tipo: Cosseno, Taxa de Similaridade: 0.13726762079053934
Usuarios 1 e 8244, Tipo: Cosseno, Taxa de Similaridade: 0.8420170623152257
Usuarios 1 e 8245, Tipo: Cosseno, Taxa de Similaridade: 0.3413113174959502
Usuarios 1 e 8246, Tipo: Cosseno, Taxa de Similaridade: 0.12459824953569289
Usuarios 1 e 8247, Tipo: Cosseno, Taxa de Similaridade: 0.5655771381363046
Usuarios 1 e 8248, Tipo: Cosseno, Taxa de Similaridade: 0.5244054064869826
Usuarios 1 e 8249, Tipo: Cosseno, Taxa de Similaridade: 0.34940316056761406
Usuarios 1 e 8250, Tipo: Cosseno, Taxa de Similaridade: 0.3155789127353514
Usuarios 1 e 8251, Tipo: Cosseno, Taxa de Similaridade: 0.37649496505755514
Usuarios 1 e 8252, Tipo: Cosseno, Taxa de Similaridade: 0.08193114863437218
Usuarios 1 e 8253, Tipo: Cosseno, Taxa de Similaridade: 0.14985777526091026
Usuarios 1 e 8254, Tipo: Cosseno, Taxa de Similaridade: 0.3823719004431179
Usuarios 1 e 8255, Tipo: Cosseno, Taxa de Similaridade: 0.1505709458997665
Usuarios 1 e 8256, Tipo: Cosseno, Taxa de Similaridade: 0.17249433273732706
Usuarios 1 e 8257, Tipo: Cosseno, Taxa de Similaridade: 0.4165240687733289
Usuarios 1 e 8258, Tipo: Cosseno, Taxa de Similaridade: 0.3574609384806619
Usuarios 1 e 8259, Tipo: Cosseno, Taxa de Similaridade: 0.31555513603422264
Usuarios 1 e 8260, Tipo: Cosseno, Taxa de Similaridade: 0.47693559613193626
Usuarios 1 e 8261, Tipo: Cosseno, Taxa de Similaridade: 0.7078016345030699
Usuarios 1 e 8262, Tipo: Cosseno, Taxa de Similaridade: 0.9179582178852058
Usuarios 1 e 8263, Tipo: Cosseno, Taxa de Similaridade: 0.3855004746798158
Usuarios 1 e 8264, Tipo: Cosseno, Taxa de Similaridade: 0.3770804537335906
Usuarios 1 e 8265, Tipo: Cosseno, Taxa de Similaridade: 0.724815026779186
Usuarios 1 e 8266, Tipo: Cosseno, Taxa de Similaridade: 0.4017850504261732
Usuarios 1 e 8267, Tipo: Cosseno, Taxa de Similaridade: 0.2702751807645819
Usuarios 1 e 8268, Tipo: Cosseno, Taxa de Similaridade: 0.38876660021061354
Usuarios 1 e 8269, Tipo: Cosseno, Taxa de Similaridade: 0.7149989017957543
Usuarios 1 e 8270, Tipo: Cosseno, Taxa de Similaridade: 0.2613951752781595
Usuarios 1 e 8271, Tipo: Cosseno, Taxa de Similaridade: 0.16471764596964128
Usuarios 1 e 8272, Tipo: Cosseno, Taxa de Similaridade: 0.27391127373223695
Usuarios 1 e 8273, Tipo: Cosseno, Taxa de Similaridade: 0.45147810086573165
Usuarios 1 e 8274, Tipo: Cosseno, Taxa de Similaridade: 0.4555382744030725
Usuarios 1 e 8275, Tipo: Cosseno, Taxa de Similaridade: 0.40437832214376024
Usuarios 1 e 8276, Tipo: Cosseno, Taxa de Similaridade: 0.16619336929103717
Usuarios 1 e 8277, Tipo: Cosseno, Taxa de Similaridade: 0.37012432034459947
Usuarios 1 e 8278, Tipo: Cosseno, Taxa de Similaridade: 0.5571142447800832
Usuarios 1 e 8279, Tipo: Cosseno, Taxa de Similaridade: 0.5277381952172364
Usuarios 1 e 8280, Tipo: Cosseno, Taxa de Similaridade: 0.5975873829350541
Usuarios 1 e 8281, Tipo: Cosseno, Taxa de Similaridade: 0.18955436009814028
Usuarios 1 e 8282, Tipo: Cosseno, Taxa de Similaridade: 0.8426297095209326
Usuarios 1 e 8283, Tipo: Cosseno, Taxa de Similaridade: 0.8392711567921038
Usuarios 1 e 8284, Tipo: Cosseno, Taxa de Similaridade: 0.6248645574942651
Usuarios 1 e 8285, Tipo: Cosseno, Taxa de Similaridade: 0.4918496420521844
Usuarios 1 e 8286, Tipo: Cosseno, Taxa de Similaridade: 0.46979797447774013
Usuarios 1 e 8287, Tipo: Cosseno, Taxa de Similaridade: 0.5310735624267047
Usuarios 1 e 8288, Tipo: Cosseno, Taxa de Similaridade: 0.4653788574014424
Usuarios 1 e 8289, Tipo: Cosseno, Taxa de Similaridade: 0.1719593390058129
